EVENT_DATE_YEAR,NO_OF_RUNS,SPECIES_NAME,LATIN_NAME,ALL_RUNS,EVENT_DATE,Average_count
2012,1,Bleak,Alburnus alburnus,3,23/02/2012,3
2012,1,Bullhead,Cottus gobio,15,23/02/2012,15
2012,1,Chub,Leuciscus cephalus,10,23/02/2012,10
2012,1,Common bream,Abramis brama,22,23/02/2012,22
2012,1,Perch,Perca fluviatilis,168,23/02/2012,168
2012,1,Pike,Esox lucius,5,23/02/2012,5
2012,1,Roach,Rutilus rutilus,3249,23/02/2012,3249
2012,1,Tench,Tinca tinca,19,23/02/2012,19
2012,1,Silver bream,Abramis bjoerkna,50,23/02/2012,50
2012,1,Spined loach,Cobitis taenia,14,23/02/2012,14
2012,1,Gudgeon,Gobio gobio,6,23/02/2012,6
2012,1,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,4,23/02/2012,4
2012,1,Ruffe,Gymnocephalus cernuus,55,23/02/2012,55
2013,2,Bullhead,Cottus gobio,6,30/05/2013,3
2013,2,Perch,Perca fluviatilis,5,30/05/2013,3
2013,2,Pike,Esox lucius,7,30/05/2013,4
2013,2,Roach,Rutilus rutilus,1,30/05/2013,1
2013,2,3-spined stickleback,Gasterosteus aculeatus,5,30/05/2013,3
2013,2,Bullhead,Cottus gobio,30,11/06/2013,15
2013,2,Minnow,Phoxinus phoxinus,43,11/06/2013,22
2013,2,Stone loach,Barbatula barbatula,3,11/06/2013,2
2013,2,3-spined stickleback,Gasterosteus aculeatus,5,11/06/2013,3
2019,2,Stone loach,Barbatula barbatula,1,05/04/2019,1
2019,2,Minnow,Phoxinus phoxinus,33,05/04/2019,17
2019,2,Bullhead,Cottus gobio,12,05/04/2019,6
2014,2,Bullhead,Cottus gobio,2,05/06/2014,1
2014,2,Gudgeon,Gobio gobio,1,05/06/2014,1
2014,2,Perch,Perca fluviatilis,67,05/06/2014,34
2014,2,Pike,Esox lucius,20,05/06/2014,10
2014,2,Roach,Rutilus rutilus,46,05/06/2014,23
2014,2,Spined loach,Cobitis taenia,2,05/06/2014,1
2014,2,Tench,Tinca tinca,2,05/06/2014,1
2014,2,European eels > elvers,Anguilla anguilla,19,05/06/2014,10
2014,2,Roach,Rutilus rutilus,78,03/06/2014,39
2014,2,Perch,Perca fluviatilis,8,03/06/2014,4
2014,2,Common bream,Abramis brama,2,03/06/2014,1
2014,2,Spined loach,Cobitis taenia,1,03/06/2014,1
2014,2,Pike,Esox lucius,4,03/06/2014,2
2014,2,European eels > elvers,Anguilla anguilla,12,03/06/2014,6
2014,2,Bitterling,Rhodeus sericeus,1,03/06/2014,1
2014,2,Gudgeon,Gobio gobio,1,11/06/2014,1
2014,2,Roach,Rutilus rutilus,138,11/06/2014,69
2014,2,Perch,Perca fluviatilis,13,11/06/2014,7
2014,2,Bleak,Alburnus alburnus,3,11/06/2014,2
2014,2,Common bream,Abramis brama,25,11/06/2014,13
2014,2,Bitterling,Rhodeus sericeus,53,11/06/2014,27
2014,2,European eels > elvers,Anguilla anguilla,3,11/06/2014,2
2014,2,Silver bream,Abramis bjoerkna,2,11/06/2014,1
2014,2,Rudd,Scardinius erythrophthalmus,6,11/06/2014,3
2014,2,Dace,Leuciscus leuciscus,1,11/06/2014,1
2014,2,Ruffe,Gymnocephalus cernuus,1,11/06/2014,1
2014,2,Pike,Esox lucius,2,11/06/2014,1
2014,2,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,1,11/06/2014,1
2013,2,Bleak,Alburnus alburnus,273,30/08/2013,137
2013,2,Common bream,Abramis brama,4,30/08/2013,2
2013,2,Dace,Leuciscus leuciscus,11,30/08/2013,6
2013,2,Gudgeon,Gobio gobio,16,30/08/2013,8
2013,2,Perch,Perca fluviatilis,31,30/08/2013,16
2013,2,Roach,Rutilus rutilus,194,30/08/2013,97
2013,2,Pike,Esox lucius,3,30/08/2013,2
2016,2,Roach,Rutilus rutilus,651,17/08/2016,326
2016,2,Pike,Esox lucius,3,17/08/2016,2
2016,2,Common bream,Abramis brama,2,17/08/2016,1
2016,2,Silver bream,Abramis bjoerkna,1,17/08/2016,1
2016,2,Gudgeon,Gobio gobio,1,17/08/2016,1
2016,2,Perch,Perca fluviatilis,37,17/08/2016,19
2016,2,Bleak,Alburnus alburnus,41,17/08/2016,21
2016,2,Dace,Leuciscus leuciscus,28,17/08/2016,14
2016,2,Rudd,Scardinius erythrophthalmus,1,17/08/2016,1
2019,2,Roach,Rutilus rutilus,599,15/10/2019,300
2019,2,Perch,Perca fluviatilis,478,15/10/2019,239
2019,2,Dace,Leuciscus leuciscus,4,15/10/2019,2
2019,2,Common bream,Abramis brama,4,15/10/2019,2
2019,2,Pike,Esox lucius,1,15/10/2019,1
2019,2,Bitterling,Rhodeus sericeus,24,15/10/2019,12
2019,2,Chub,Leuciscus cephalus,1,15/10/2019,1
2013,2,Pike,Esox lucius,2,02/09/2013,1
2013,2,Roach,Rutilus rutilus,61,02/09/2013,31
2013,2,Perch,Perca fluviatilis,26,02/09/2013,13
2013,2,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,1,02/09/2013,1
2016,2,Bleak,Alburnus alburnus,5,18/08/2016,3
2016,2,Dace,Leuciscus leuciscus,27,18/08/2016,14
2016,2,Gudgeon,Gobio gobio,6,18/08/2016,3
2016,2,Perch,Perca fluviatilis,18,18/08/2016,9
2016,2,Pike,Esox lucius,1,18/08/2016,1
2016,2,Roach,Rutilus rutilus,20,18/08/2016,10
2016,2,Spined loach,Cobitis taenia,1,18/08/2016,1
2016,2,Bitterling,Rhodeus sericeus,14,18/08/2016,7
2019,2,Pike,Esox lucius,1,25/09/2019,1
2019,2,Roach,Rutilus rutilus,314,25/09/2019,157
2019,2,Dace,Leuciscus leuciscus,10,25/09/2019,5
2019,2,Bitterling,Rhodeus sericeus,62,25/09/2019,31
2019,2,Chub,Leuciscus cephalus,7,25/09/2019,4
2019,2,Perch,Perca fluviatilis,46,25/09/2019,23
2019,2,Bleak,Alburnus alburnus,1,25/09/2019,1
2019,2,Gudgeon,Gobio gobio,1,25/09/2019,1
2013,2,Perch,Perca fluviatilis,65,06/09/2013,33
2013,2,Roach,Rutilus rutilus,8,06/09/2013,4
2013,2,Tench,Tinca tinca,5,06/09/2013,3
2013,2,Bitterling,Rhodeus sericeus,2,06/09/2013,1
2013,2,Ruffe,Gymnocephalus cernuus,1,06/09/2013,1
2013,2,3-spined stickleback,Gasterosteus aculeatus,1,06/09/2013,1
2013,2,10-spined stickleback,Pungitius pungitius,1,06/09/2013,1
2016,2,Dace,Leuciscus leuciscus,6,19/08/2016,3
2016,2,Roach,Rutilus rutilus,28,19/08/2016,14
2016,2,Ruffe,Gymnocephalus cernuus,1,19/08/2016,1
2016,2,Pike,Esox lucius,2,19/08/2016,1
2016,2,Perch,Perca fluviatilis,11,19/08/2016,6
2016,2,Bitterling,Rhodeus sericeus,2,19/08/2016,1
2013,2,Roach,Rutilus rutilus,1090,29/08/2013,545
2013,2,Bleak,Alburnus alburnus,88,29/08/2013,44
2013,2,Gudgeon,Gobio gobio,29,29/08/2013,15
2013,2,Perch,Perca fluviatilis,44,29/08/2013,22
2013,2,Dace,Leuciscus leuciscus,3,29/08/2013,2
2013,2,Silver bream,Abramis bjoerkna,3,29/08/2013,2
2013,2,Chub,Leuciscus cephalus,1,29/08/2013,1
2013,2,Ruffe,Gymnocephalus cernuus,2,29/08/2013,1
2013,2,3-spined stickleback,Gasterosteus aculeatus,2,29/08/2013,1
2013,2,10-spined stickleback,Pungitius pungitius,1,29/08/2013,1
2013,2,Bullhead,Cottus gobio,4,29/08/2013,2
2013,2,Common [wild] carp,Cyprinus carpio,2,29/08/2013,1
2013,2,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,1,29/08/2013,1
2013,2,Pike,Esox lucius,4,29/08/2013,2
2016,2,Roach,Rutilus rutilus,1777,16/08/2016,889
2016,2,Common bream,Abramis brama,74,16/08/2016,37
2016,2,Silver bream,Abramis bjoerkna,2,16/08/2016,1
2016,2,Bitterling,Rhodeus sericeus,54,16/08/2016,27
2016,2,Perch,Perca fluviatilis,71,16/08/2016,36
2016,2,Dace,Leuciscus leuciscus,45,16/08/2016,23
2016,2,Chub,Leuciscus cephalus,1,16/08/2016,1
2016,2,Pike,Esox lucius,5,16/08/2016,3
2016,2,Bleak,Alburnus alburnus,42,16/08/2016,21
2016,2,Gudgeon,Gobio gobio,19,16/08/2016,10
2019,2,Roach,Rutilus rutilus,1169,17/09/2019,585
2019,2,Bleak,Alburnus alburnus,6,17/09/2019,3
2019,2,Perch,Perca fluviatilis,10,17/09/2019,5
2019,2,Pike,Esox lucius,1,17/09/2019,1
2019,2,Bitterling,Rhodeus sericeus,7,17/09/2019,4
2019,2,Gudgeon,Gobio gobio,74,17/09/2019,37
2019,2,Ruffe,Gymnocephalus cernuus,1,17/09/2019,1
2019,2,Bullhead,Cottus gobio,1,17/09/2019,1
2019,2,Dace,Leuciscus leuciscus,2,17/09/2019,1
2013,2,Pike,Esox lucius,5,28/08/2013,3
2013,2,Roach,Rutilus rutilus,462,28/08/2013,231
2013,2,Common bream,Abramis brama,34,28/08/2013,17
2013,2,Perch,Perca fluviatilis,35,28/08/2013,18
2013,2,Bleak,Alburnus alburnus,90,28/08/2013,45
2013,2,Gudgeon,Gobio gobio,11,28/08/2013,6
2013,2,Chub,Leuciscus cephalus,9,28/08/2013,5
2013,2,Dace,Leuciscus leuciscus,16,28/08/2013,8
2013,2,Silver bream,Abramis bjoerkna,1,28/08/2013,1
2013,2,Ruffe,Gymnocephalus cernuus,2,28/08/2013,1
2013,2,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,1,28/08/2013,1
2016,2,Roach,Rutilus rutilus,533,15/08/2016,267
2016,2,Chub,Leuciscus cephalus,2,15/08/2016,1
2016,2,Dace,Leuciscus leuciscus,48,15/08/2016,24
2016,2,Common bream,Abramis brama,12,15/08/2016,6
2016,2,Silver bream,Abramis bjoerkna,1,15/08/2016,1
2016,2,Perch,Perca fluviatilis,32,15/08/2016,16
2016,2,Pike,Esox lucius,1,15/08/2016,1
2016,2,Gudgeon,Gobio gobio,31,15/08/2016,16
2016,2,Bleak,Alburnus alburnus,17,15/08/2016,9
2016,2,Ruffe,Gymnocephalus cernuus,3,15/08/2016,2
2016,2,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,1,15/08/2016,1
2019,2,Bleak,Alburnus alburnus,1661,14/10/2019,831
2019,2,Roach,Rutilus rutilus,1212,14/10/2019,606
2019,2,Gudgeon,Gobio gobio,6,14/10/2019,3
2019,2,Chub,Leuciscus cephalus,19,14/10/2019,10
2019,2,Perch,Perca fluviatilis,63,14/10/2019,32
2019,2,Ruffe,Gymnocephalus cernuus,1,14/10/2019,1
2019,2,Common bream,Abramis brama,43,14/10/2019,22
2019,2,Bitterling,Rhodeus sericeus,5,14/10/2019,3
2019,2,Pike,Esox lucius,3,14/10/2019,2
2015,1,3-spined stickleback,Gasterosteus aculeatus,3,24/09/2015,3
2015,1,Bullhead,Cottus gobio,30,24/09/2015,30
2015,1,Stone loach,Barbatula barbatula,41,24/09/2015,41
2015,1,Perch,Perca fluviatilis,4,24/09/2015,4
2015,1,Rudd,Scardinius erythrophthalmus,1,24/09/2015,1
2015,1,Brown / sea trout,Salmo trutta,276,24/09/2015,276
2012,2,Bullhead,Cottus gobio,34,04/07/2012,17
2012,2,Dace,Leuciscus leuciscus,13,04/07/2012,7
2012,2,Gudgeon,Gobio gobio,10,04/07/2012,5
2012,2,Minnow,Phoxinus phoxinus,138,04/07/2012,69
2012,2,Roach,Rutilus rutilus,16,04/07/2012,8
2012,2,Stone loach,Barbatula barbatula,8,04/07/2012,4
2012,2,Spined loach,Cobitis taenia,1,04/07/2012,1
2012,2,3-spined stickleback,Gasterosteus aculeatus,3,04/07/2012,2
2012,2,Brown / sea trout,Salmo trutta,12,04/07/2012,6
2013,2,Roach,Rutilus rutilus,17,03/07/2013,9
2013,2,Dace,Leuciscus leuciscus,66,03/07/2013,33
2013,2,Brown / sea trout,Salmo trutta,17,03/07/2013,9
2013,2,Chub,Leuciscus cephalus,2,03/07/2013,1
2013,2,Gudgeon,Gobio gobio,27,03/07/2013,14
2013,2,Bullhead,Cottus gobio,28,03/07/2013,14
2013,2,Stone loach,Barbatula barbatula,11,03/07/2013,6
2013,2,Minnow,Phoxinus phoxinus,70,03/07/2013,35
2013,2,Pike,Esox lucius,7,03/07/2013,4
2013,2,Perch,Perca fluviatilis,7,03/07/2013,4
2013,2,3-spined stickleback,Gasterosteus aculeatus,3,03/07/2013,2
2013,2,Bullhead,Cottus gobio,82,02/07/2013,41
2013,2,Dace,Leuciscus leuciscus,40,02/07/2013,20
2013,2,Gudgeon,Gobio gobio,18,02/07/2013,9
2013,2,Pike,Esox lucius,1,02/07/2013,1
2013,2,Roach,Rutilus rutilus,133,02/07/2013,67
2013,2,Stone loach,Barbatula barbatula,50,02/07/2013,25
2013,2,3-spined stickleback,Gasterosteus aculeatus,7,02/07/2013,4
2013,2,Brown / sea trout,Salmo trutta,33,02/07/2013,17
2019,2,Dace,Leuciscus leuciscus,69,25/04/2019,35
2019,2,Brown / sea trout,Salmo trutta,21,25/04/2019,11
2019,2,Roach,Rutilus rutilus,182,25/04/2019,91
2019,2,Rudd,Scardinius erythrophthalmus,1,25/04/2019,1
2019,2,Perch,Perca fluviatilis,2,25/04/2019,1
2019,2,Gudgeon,Gobio gobio,76,25/04/2019,38
2019,2,Stone loach,Barbatula barbatula,5,25/04/2019,3
2013,2,Pike,Esox lucius,4,26/07/2013,2
2013,2,Brown / sea trout,Salmo trutta,7,26/07/2013,4
2013,2,Roach,Rutilus rutilus,10,26/07/2013,5
2013,2,Dace,Leuciscus leuciscus,11,26/07/2013,6
2013,2,Chub,Leuciscus cephalus,12,26/07/2013,6
2013,2,Bullhead,Cottus gobio,4,26/07/2013,2
2013,2,Minnow,Phoxinus phoxinus,46,26/07/2013,23
2013,2,Stone loach,Barbatula barbatula,6,26/07/2013,3
2013,2,Perch,Perca fluviatilis,6,26/07/2013,3
2013,2,Gudgeon,Gobio gobio,2,26/07/2013,1
2013,2,Spined loach,Cobitis taenia,6,26/07/2013,3
2019,2,Dace,Leuciscus leuciscus,15,11/07/2019,8
2019,2,Roach,Rutilus rutilus,11,11/07/2019,6
2019,2,Chub,Leuciscus cephalus,9,11/07/2019,5
2019,2,Perch,Perca fluviatilis,7,11/07/2019,4
2019,2,Minnow,Phoxinus phoxinus,8,11/07/2019,4
2019,2,Pike,Esox lucius,6,11/07/2019,3
2019,2,Bullhead,Cottus gobio,2,11/07/2019,1
2013,2,Brown / sea trout,Salmo trutta,83,04/07/2013,42
2013,2,Roach,Rutilus rutilus,49,04/07/2013,25
2013,2,Dace,Leuciscus leuciscus,65,04/07/2013,33
2013,2,Stone loach,Barbatula barbatula,4,04/07/2013,2
2013,2,Minnow,Phoxinus phoxinus,79,04/07/2013,40
2013,2,Gudgeon,Gobio gobio,93,04/07/2013,47
2013,2,Bullhead,Cottus gobio,44,04/07/2013,22
2013,2,Chub,Leuciscus cephalus,33,04/07/2013,17
2013,2,Brook lamprey,Lampetra planeri,2,04/07/2013,1
2013,2,3-spined stickleback,Gasterosteus aculeatus,5,04/07/2013,3
2019,2,Dace,Leuciscus leuciscus,50,29/04/2019,25
2019,2,Chub,Leuciscus cephalus,17,29/04/2019,9
2019,2,Roach,Rutilus rutilus,4,29/04/2019,2
2019,2,Gudgeon,Gobio gobio,45,29/04/2019,23
2019,2,Minnow,Phoxinus phoxinus,49,29/04/2019,25
2019,2,Bullhead,Cottus gobio,1,29/04/2019,1
2019,2,Brown / sea trout,Salmo trutta,23,29/04/2019,12
2013,2,Brown / sea trout,Salmo trutta,85,05/07/2013,43
2013,2,Dace,Leuciscus leuciscus,8,05/07/2013,4
2013,2,Bullhead,Cottus gobio,80,05/07/2013,40
2013,2,Chub,Leuciscus cephalus,8,05/07/2013,4
2013,2,Minnow,Phoxinus phoxinus,111,05/07/2013,56
2013,2,Brook lamprey,Lampetra planeri,1,05/07/2013,1
2019,2,Brown / sea trout,Salmo trutta,30,30/04/2019,15
2019,2,Chub,Leuciscus cephalus,2,30/04/2019,1
2019,2,Bullhead,Cottus gobio,10,30/04/2019,5
2019,2,Minnow,Phoxinus phoxinus,11,30/04/2019,6
2019,2,3-spined stickleback,Gasterosteus aculeatus,1,30/04/2019,1
2013,2,Bullhead,Cottus gobio,53,10/04/2013,27
2013,2,Chub,Leuciscus cephalus,35,10/04/2013,18
2013,2,Dace,Leuciscus leuciscus,91,10/04/2013,46
2013,2,Minnow,Phoxinus phoxinus,72,10/04/2013,36
2013,2,Stone loach,Barbatula barbatula,7,10/04/2013,4
2013,2,Brown / sea trout,Salmo trutta,28,10/04/2013,14
2013,2,3-spined stickleback,Gasterosteus aculeatus,1,10/04/2013,1
2013,2,Roach,Rutilus rutilus,53,10/04/2013,27
2013,2,Gudgeon,Gobio gobio,29,10/04/2013,15
2016,2,Bullhead,Cottus gobio,13,27/04/2016,7
2016,2,Chub,Leuciscus cephalus,7,27/04/2016,4
2016,2,Dace,Leuciscus leuciscus,55,27/04/2016,28
2016,2,Gudgeon,Gobio gobio,3,27/04/2016,2
2016,2,Minnow,Phoxinus phoxinus,20,27/04/2016,10
2016,2,Roach,Rutilus rutilus,39,27/04/2016,20
2016,2,Stone loach,Barbatula barbatula,14,27/04/2016,7
2016,2,Brown / sea trout,Salmo trutta,81,27/04/2016,41
2019,2,Brown / sea trout,Salmo trutta,27,15/04/2019,14
2019,2,Roach,Rutilus rutilus,15,15/04/2019,8
2019,2,Dace,Leuciscus leuciscus,21,15/04/2019,11
2019,2,Chub,Leuciscus cephalus,9,15/04/2019,5
2019,2,Gudgeon,Gobio gobio,42,15/04/2019,21
2019,2,Minnow,Phoxinus phoxinus,50,15/04/2019,25
2019,2,Bullhead,Cottus gobio,3,15/04/2019,2
2019,2,3-spined stickleback,Gasterosteus aculeatus,1,15/04/2019,1
2022,2,Dace,Leuciscus leuciscus,46,13/05/2022,23
2022,2,Chub,Leuciscus cephalus,48,13/05/2022,24
2022,2,Brown / sea trout,Salmo trutta,25,13/05/2022,13
2022,2,Roach,Rutilus rutilus,46,13/05/2022,23
2022,2,Gudgeon,Gobio gobio,53,13/05/2022,27
2022,2,Stone loach,Barbatula barbatula,14,13/05/2022,7
2022,2,Minnow,Phoxinus phoxinus,26,13/05/2022,13
2022,2,Pike,Esox lucius,1,13/05/2022,1
2022,2,Bullhead,Cottus gobio,7,13/05/2022,4
2013,2,Brown / sea trout,Salmo trutta,9,10/04/2013,5
2013,2,Dace,Leuciscus leuciscus,2,10/04/2013,1
2013,2,Minnow,Phoxinus phoxinus,73,10/04/2013,37
2013,2,Bullhead,Cottus gobio,17,10/04/2013,9
2013,2,Stone loach,Barbatula barbatula,18,10/04/2013,9
2013,2,Chub,Leuciscus cephalus,2,10/04/2013,1
2013,2,3-spined stickleback,Gasterosteus aculeatus,1,10/04/2013,1
2016,2,Brown / sea trout,Salmo trutta,99,03/05/2016,50
2016,2,Dace,Leuciscus leuciscus,24,03/05/2016,12
2016,2,Roach,Rutilus rutilus,3,03/05/2016,2
2016,2,Minnow,Phoxinus phoxinus,19,03/05/2016,10
2016,2,Bullhead,Cottus gobio,7,03/05/2016,4
2016,2,Stone loach,Barbatula barbatula,4,03/05/2016,2
2016,2,Chub,Leuciscus cephalus,2,03/05/2016,1
2016,2,3-spined stickleback,Gasterosteus aculeatus,1,03/05/2016,1
2019,2,Brown / sea trout,Salmo trutta,3,16/04/2019,2
2019,2,Stone loach,Barbatula barbatula,7,16/04/2019,4
2019,2,Minnow,Phoxinus phoxinus,5,16/04/2019,3
2019,2,Bullhead,Cottus gobio,1,16/04/2019,1
2019,2,Gudgeon,Gobio gobio,4,16/04/2019,2
2022,2,Brown / sea trout,Salmo trutta,55,16/05/2022,28
2022,2,Chub,Leuciscus cephalus,24,16/05/2022,12
2022,2,Dace,Leuciscus leuciscus,48,16/05/2022,24
2022,2,Bullhead,Cottus gobio,6,16/05/2022,3
2022,2,Minnow,Phoxinus phoxinus,36,16/05/2022,18
2022,2,Gudgeon,Gobio gobio,12,16/05/2022,6
2022,2,Stone loach,Barbatula barbatula,3,16/05/2022,2
2013,2,Brown / sea trout,Salmo trutta,2,13/03/2013,1
2013,2,3-spined stickleback,Gasterosteus aculeatus,11,13/03/2013,6
2016,2,Bullhead,Cottus gobio,11,19/04/2016,6
2016,2,Brown / sea trout,Salmo trutta,7,19/04/2016,4
2019,2,3-spined stickleback,Gasterosteus aculeatus,2,11/04/2019,1
2019,2,Bullhead,Cottus gobio,1,11/04/2019,1
2022,2,Brown / sea trout,Salmo trutta,2,11/05/2022,1
2022,2,3-spined stickleback,Gasterosteus aculeatus,2,11/05/2022,1
2013,2,Brown / sea trout,Salmo trutta,6,21/03/2013,3
2013,2,Minnow,Phoxinus phoxinus,53,08/04/2013,27
2013,2,Bullhead,Cottus gobio,15,08/04/2013,8
2013,2,Dace,Leuciscus leuciscus,13,08/04/2013,7
2013,2,Brown / sea trout,Salmo trutta,11,08/04/2013,6
2013,2,Brook lamprey,Lampetra planeri,2,08/04/2013,1
2013,2,Gudgeon,Gobio gobio,1,08/04/2013,1
2013,2,Stone loach,Barbatula barbatula,18,08/04/2013,9
2016,2,Brown / sea trout,Salmo trutta,49,04/05/2016,25
2016,2,Dace,Leuciscus leuciscus,123,04/05/2016,62
2016,2,Chub,Leuciscus cephalus,7,04/05/2016,4
2016,2,Bullhead,Cottus gobio,7,04/05/2016,4
2016,2,Minnow,Phoxinus phoxinus,60,04/05/2016,30
2016,2,Gudgeon,Gobio gobio,26,04/05/2016,13
2016,2,Stone loach,Barbatula barbatula,18,04/05/2016,9
2019,2,Brown / sea trout,Salmo trutta,7,24/04/2019,4
2019,2,Dace,Leuciscus leuciscus,24,24/04/2019,12
2019,2,Minnow,Phoxinus phoxinus,10,24/04/2019,5
2019,2,Pike,Esox lucius,1,24/04/2019,1
2019,2,Gudgeon,Gobio gobio,34,24/04/2019,17
2019,2,Bullhead,Cottus gobio,2,24/04/2019,1
2019,2,Roach,Rutilus rutilus,3,24/04/2019,2
2019,2,Stone loach,Barbatula barbatula,10,24/04/2019,5
2019,2,Chub,Leuciscus cephalus,1,24/04/2019,1
2019,2,3-spined stickleback,Gasterosteus aculeatus,1,24/04/2019,1
2022,2,Dace,Leuciscus leuciscus,44,17/05/2022,22
2022,2,Chub,Leuciscus cephalus,33,17/05/2022,17
2022,2,Brown / sea trout,Salmo trutta,16,17/05/2022,8
2022,2,Pike,Esox lucius,4,17/05/2022,2
2022,2,3-spined stickleback,Gasterosteus aculeatus,2,17/05/2022,1
2022,2,Roach,Rutilus rutilus,24,17/05/2022,12
2022,2,Gudgeon,Gobio gobio,31,17/05/2022,16
2022,2,Stone loach,Barbatula barbatula,3,17/05/2022,2
2022,2,Minnow,Phoxinus phoxinus,11,17/05/2022,6
2013,1,Bullhead,Cottus gobio,13,14/03/2013,13
2013,1,Gudgeon,Gobio gobio,1,14/03/2013,1
2013,1,Minnow,Phoxinus phoxinus,24,14/03/2013,24
2013,1,Roach,Rutilus rutilus,29,14/03/2013,29
2013,1,Stone loach,Barbatula barbatula,7,14/03/2013,7
2013,1,Brown / sea trout,Salmo trutta,60,14/03/2013,60
2013,1,Brook lamprey,Lampetra planeri,1,14/03/2013,1
2016,2,Bullhead,Cottus gobio,1,26/04/2016,1
2016,2,Minnow,Phoxinus phoxinus,37,26/04/2016,19
2016,2,Roach,Rutilus rutilus,23,26/04/2016,12
2016,2,Stone loach,Barbatula barbatula,24,26/04/2016,12
2016,2,Brown / sea trout,Salmo trutta,196,26/04/2016,98
2016,2,Brook lamprey,Lampetra planeri,1,26/04/2016,1
2019,2,Brown / sea trout,Salmo trutta,155,12/04/2019,78
2019,2,Minnow,Phoxinus phoxinus,58,12/04/2019,29
2019,2,Roach,Rutilus rutilus,6,12/04/2019,3
2019,2,Stone loach,Barbatula barbatula,8,12/04/2019,4
2022,2,Brown / sea trout,Salmo trutta,99,12/05/2022,50
2022,2,Minnow,Phoxinus phoxinus,14,12/05/2022,7
2022,2,Roach,Rutilus rutilus,9,12/05/2022,5
2022,2,Stone loach,Barbatula barbatula,5,12/05/2022,3
2022,2,Brook lamprey > ammocoete,Lampetra planeri,6,12/05/2022,3
2013,2,Brown / sea trout,Salmo trutta,9,23/05/2013,5
2013,2,3-spined stickleback,Gasterosteus aculeatus,1,23/05/2013,1
2013,2,Bullhead,Cottus gobio,7,23/05/2013,4
2013,2,3-spined stickleback,Gasterosteus aculeatus,1,21/05/2013,1
2013,2,Bullhead,Cottus gobio,22,21/05/2013,11
2013,2,Stone loach,Barbatula barbatula,12,21/05/2013,6
2013,2,Minnow,Phoxinus phoxinus,35,21/05/2013,18
2013,2,Brown / sea trout,Salmo trutta,2,21/05/2013,1
2016,2,Brown / sea trout,Salmo trutta,4,05/05/2016,2
2016,2,Bullhead,Cottus gobio,11,05/05/2016,6
2016,2,Minnow,Phoxinus phoxinus,25,05/05/2016,13
2016,2,Stone loach,Barbatula barbatula,4,05/05/2016,2
2016,2,3-spined stickleback,Gasterosteus aculeatus,1,05/05/2016,1
2014,1,Bullhead,Cottus gobio,4,24/03/2014,4
2014,1,Minnow,Phoxinus phoxinus,4,24/03/2014,4
2014,1,Stone loach,Barbatula barbatula,4,24/03/2014,4
2014,1,Brown / sea trout,Salmo trutta,2,24/03/2014,2
2014,1,3-spined stickleback,Gasterosteus aculeatus,2,24/03/2014,2
2012,1,Bullhead,Cottus gobio,11,07/06/2012,11
2012,1,Minnow,Phoxinus phoxinus,4,07/06/2012,4
2012,1,3-spined stickleback,Gasterosteus aculeatus,4,07/06/2012,4
2016,2,Brown / sea trout,Salmo trutta,14,30/06/2016,7
2016,2,Bullhead,Cottus gobio,16,30/06/2016,8
2016,2,Stone loach,Barbatula barbatula,3,30/06/2016,2
2016,2,3-spined stickleback,Gasterosteus aculeatus,2,30/06/2016,1
2016,2,European eels > elvers,Anguilla anguilla,1,30/06/2016,1
2019,2,Brown / sea trout,Salmo trutta,1,13/06/2019,1
2019,2,Bullhead,Cottus gobio,2,13/06/2019,1
2019,2,Minnow,Phoxinus phoxinus,3,13/06/2019,2
2022,2,Brown / sea trout,Salmo trutta,2,07/06/2022,1
2022,2,Bullhead,Cottus gobio,1,07/06/2022,1
2012,1,Bullhead,Cottus gobio,8,07/06/2012,8
2012,1,10-spined stickleback,Pungitius pungitius,2,07/06/2012,2
2012,1,3-spined stickleback,Gasterosteus aculeatus,32,07/06/2012,32
2013,2,10-spined stickleback,Pungitius pungitius,1,29/05/2013,1
2013,2,3-spined stickleback,Gasterosteus aculeatus,9,29/05/2013,5
2013,2,Bullhead,Cottus gobio,12,29/05/2013,6
2013,2,Brown / sea trout,Salmo trutta,2,29/05/2013,1
2016,2,Brown / sea trout,Salmo trutta,34,30/06/2016,17
2016,2,Bullhead,Cottus gobio,7,30/06/2016,4
2016,2,European eels > elvers,Anguilla anguilla,1,30/06/2016,1
2019,2,Brown / sea trout,Salmo trutta,4,05/06/2019,2
2019,2,Bullhead,Cottus gobio,16,05/06/2019,8
2019,2,3-spined stickleback,Gasterosteus aculeatus,8,05/06/2019,4
2022,2,Bullhead,Cottus gobio,5,07/06/2022,3
2012,1,Bullhead,Cottus gobio,2,22/06/2012,2
2012,1,3-spined stickleback,Gasterosteus aculeatus,3,22/06/2012,3
2012,1,10-spined stickleback,Pungitius pungitius,1,22/06/2012,1
2012,1,3-spined stickleback,Gasterosteus aculeatus,17,22/06/2012,17
2012,1,Bullhead,Cottus gobio,3,22/06/2012,3
2012,1,Minnow,Phoxinus phoxinus,24,22/06/2012,24
