,Date,Alky pH 4.5,Chloride Ion,Orthophospht,Sulphate SO4,Ammonia(N),TurbidityNTU,Temp Water,Cond @ 25C,Oxygen Diss,pH,BOD ATU,COD as O2,Nitrate-N,Nitrite-N,Hardness,SALinsitu,ALL_RUNS,Average_count,WQI,WQI clf
142,2012-08-05,202.70232968862308,290.1617368496932,0.3950286830212012,287.0180996657894,0.537,10.1380165853738,17.657142857142855,1115.134318689249,9.36983705890202,7.887049297876376,2.4200000000000004,259.46215133635064,8.194472322502545,0.0632915904543515,313.0257580640279,22.524548903620225,14.93103448275862,10.689655172413794,52.02557743324441,1
149,2012-08-13,231.1515151515152,789.8703703703703,0.3950286830212012,134.20000000000002,1.7759548872180453,9.794736842105262,17.696766990291263,1866.0,7.909016393442624,7.944985714285714,4.019245283018868,33.94117647058823,9.67,0.112787037037037,367.54545454545456,32.15415,29.895522388059703,24.46268656716418,61.34602539138217,1
154,2012-08-18,202.70232968862308,341.0,0.3950286830212012,287.0180996657894,2.0863636363636364,10.1380165853738,18.51111111111111,1115.134318689249,9.36983705890202,7.887049297876376,4.821851851851852,259.46215133635064,8.194472322502545,0.0632915904543515,313.0257580640279,33.49357142857143,10.2,10.2,57.358853946625835,1
156,2012-08-20,214.6071428571429,366.8862745098039,0.5034703296703298,199.0,1.181166666666667,8.010000000000002,17.556250000000002,1383.2692307692307,8.305747126436783,7.948222222222221,2.158666666666667,20.571428571428573,7.042818181818182,0.0798489795918367,319.5,33.38172413793103,39.85981308411215,38.63551401869159,59.52182483915026,1
157,2012-08-21,235.5,87.66176470588235,0.6566046511627905,70.325,1.4740649350649353,20.177777777777777,16.865384615384613,1115.134318689249,7.81725,7.820625,5.44096153846154,27.857142857142858,10.177880000000002,0.1032199999999999,336.2857142857143,29.792142857142856,51.311004784689,46.985645933014354,70.78377223751632,1
159,2012-08-23,244.8125,203.07981651376147,0.3950286830212012,97.24545454545456,2.315512953367876,27.060975609756103,16.61751633986928,1303.1272727272728,7.879553719008265,7.968584905660377,11.544285714285715,32.6,6.825490740740741,0.0657403361344537,321.0,3.878,23.728476821192054,20.748344370860927,54.053528593711725,1
161,2012-08-28,186.22222222222223,400.54545454545456,0.4190952380952381,45.7,0.693625,12.383333333333333,16.37333333333333,1570.071428571429,7.63375,7.98,5.212638888888889,34.18518518518518,8.024634615384615,0.0645672727272727,282.0,18.211111111111112,25.659574468085108,17.340425531914892,43.38110956984306,2
163,2012-08-30,194.10169491525423,94.22631578947367,0.4000851063829787,58.25,0.6450173410404624,10.1380165853738,15.16965277777778,697.8235294117648,8.171397849462364,7.91851851851852,4.777826086956522,25.571428571428573,7.472291139240506,0.0613747663551401,323.54782608695655,0.275,96.2156862745098,84.3529411764706,39.82313628124205,2
167,2012-09-05,210.59259259259255,82.98333333333333,0.4689833333333332,143.5,0.843650406504065,5.416666666666667,15.303939393939396,845.3055555555555,9.528636363636366,8.065624999999999,3.171868131868131,26.307692307692307,9.15857142857143,0.0608532258064516,313.0257580640279,22.524548903620225,15.674418604651162,8.465116279069768,44.089256663891064,2
169,2012-09-08,202.70232968862308,290.1617368496932,0.3950286830212012,287.0180996657894,1.5990000000000002,10.1380165853738,17.267449999999997,1115.134318689249,7.76,7.887049297876376,4.184210526315789,259.46215133635064,8.194472322502545,0.0632915904543515,313.0257580640279,26.103,47.6530612244898,34.04081632653061,54.306514563457846,1
170,2012-09-09,202.70232968862308,290.1617368496932,0.3950286830212012,287.0180996657894,1.1575714285714287,10.1380165853738,17.632675,1115.134318689249,7.578571428571429,8.075444444444443,4.87,259.46215133635064,8.194472322502545,0.0632915904543515,313.0257580640279,27.51971428571428,85.25,85.25,46.90723770538794,2
176,2012-09-17,230.92857142857144,75.03275862068966,0.3950286830212012,322.525,2.2776644295302013,17.677777777777774,14.79391304347826,1150.0666666666666,9.425,7.966799999999999,6.725565217391303,50.66666666666666,8.64095,0.0985702127659574,313.0257580640279,0.48,30.73015873015873,26.444444444444443,64.28081059680264,1
183,2012-09-24,179.69387755102042,109.28387096774196,0.4533404255319148,75.66666666666667,1.3904863013698632,12.314814814814811,13.05528455284553,1401.6744186046512,8.396329113924052,7.880217391304349,10.026074766355142,29.714285714285715,6.2714459459459455,0.1134682926829268,201.57692307692307,29.328,17.214285714285715,17.214285714285715,32.13779432552896,2
186,2012-09-27,183.74285714285716,64.25652173913043,0.4482400000000001,71.64090909090909,0.6095260416666667,9.8,12.348321167883212,728.152380952381,9.470674157303373,7.822058823529412,2.7646956521739123,24.071428571428573,10.302731707317074,0.0516186274509803,218.0583333333333,22.524548903620225,29.266666666666666,17.816666666666666,47.92963890865252,2
189,2012-10-01,220.8048780487805,93.902,0.627465909090909,142.86666666666667,3.759307692307692,9.613333333333332,13.074444444444442,963.6666666666666,9.010714285714284,7.89793103448276,8.215523809523809,95.74193548387096,8.937428571428573,0.078975,431.9375,31.105000000000004,1.0,1.0,61.34860800736611,1
192,2012-10-06,202.70232968862308,290.1617368496932,0.547125,287.0180996657894,0.839923076923077,10.1380165853738,12.45,1115.134318689249,8.716666666666667,7.95,7.047272727272727,259.46215133635064,8.194472322502545,0.0576875,313.0257580640279,6.656666666666666,5.5,5.5,33.7804737747114,2
204,2012-10-22,234.41573033707863,272.964,0.4296013071895425,108.2875,1.1265934579439252,17.005405405405405,11.991176470588234,1327.378787878788,8.589326241134751,7.859481481481483,4.997142857142857,33.63934426229508,9.505179856115108,0.0465027210884353,361.86875,17.314999999999998,21.38888888888889,18.444444444444443,53.84849577224168,1
209,2012-10-29,244.30769230769232,326.38367346938776,0.3605851063829787,127.0,0.5665735294117648,15.0,10.292738095238096,896.5350877192982,9.921917808219176,8.023759493670887,3.4978125,30.72,8.639846153846152,0.0452093023255814,315.1666666666667,24.714285714285715,9.076923076923077,8.35897435897436,50.782408666492444,0
225,2012-11-19,231.11111111111111,605.8909090909092,0.2412589285714285,92.45,0.4408773006134969,9.193939393939392,7.185826771653542,2054.0684782608696,10.344821428571429,7.89475,3.615434782608696,20.6,8.45723469387755,0.0620008695652173,322.3333333333333,16.2575,18.5,6.5,38.09252299027649,2
236,2012-12-10,259.05263157894734,290.1617368496932,0.2875967741935484,246.9,1.0386929133858267,22.058333333333337,6.0337760000000005,2522.3636363636365,10.681408450704224,7.96374074074074,17.363615384615386,246.01176470588237,10.203076923076924,0.0528086956521739,508.8333333333333,22.34465217391304,34.7,9.1,1.2742471638854675,3
241,2013-01-07,243.68421052631575,1152.4767441860463,0.4436689655172414,220.6833333333333,1.550880918628636,10.219444444444443,8.51477049180328,908.563909774436,10.059927536231884,7.867122302158273,14.452916666666663,135.7719298245614,9.50065,0.060551724137931,345.8,18.670333333333332,30.83695652173913,30.83695652173913,4.814739927625401,3
246,2013-01-14,253.48387096774192,249.792,0.2888557692307692,101.43333333333334,0.9346490066225166,14.362499999999995,4.891432098765432,1179.1752808988765,11.65757281553398,7.968181818181817,8.451182795698928,32.64,9.266,0.0677416666666666,338.85714285714283,19.02836363636364,4.363636363636363,4.363636363636363,29.98066187121619,2
247,2013-01-17,229.80769230769232,263.5833333333333,0.2773513513513513,227.95,1.292745614035088,17.371428571428574,4.0505190839694665,1121.274193548387,11.531666666666666,7.944078947368421,15.040285714285714,116.11111111111111,6.950597014925372,0.0420845070422535,540.14,25.7460625,2.8,1.6,5.42050774613782,3
252,2013-02-04,241.07894736842104,233.24615384615385,0.2955438596491229,64.83,1.140775,12.781578947368422,6.687837837837837,1120.2884615384614,10.905229357798166,7.974205607476635,7.353461538461539,23.96296296296296,8.50402197802198,0.0346057142857142,259.23999999999995,0.46,6.0,6.0,31.520891803164215,2
261,2013-02-19,228.7875,94.9021505376344,0.2027238805970149,76.8,1.0974265402843604,13.109523809523813,5.175,828.8527131782946,12.379508196721313,7.97771653543307,12.248320610687022,99.95348837209302,9.421824074074076,0.0353508620689655,360.0,19.14,12.0,12.0,7.524302477336792,3
267,2013-03-04,226.72131147540983,167.4421052631579,0.2107662337662337,61.77777777777778,3.984287671232877,6.887499999999999,6.4939699248120295,869.9705882352941,11.735324675324676,7.8173863636363645,7.83680412371134,45.91304347826087,9.198027777777776,0.051286075949367,302.05,32.800000000000004,13.583333333333334,6.833333333333333,49.81887058650666,2
281,2013-03-25,178.5,176.98,0.4401875,67.6,2.0035833333333333,23.1,4.558333333333334,626.75,13.044444444444446,7.786153846153845,6.36047619047619,34.0,7.636000000000001,0.06290625,233.0,22.524548903620225,25.83333333333333,13.333333333333334,67.02883862537689,1
301,2013-04-22,235.82608695652172,204.69375,0.236157894736842,101.7,1.732344594594595,17.678260869565214,10.393181818181818,1410.5510204081634,12.440645161290323,8.151717171717172,4.307708333333333,30.526315789473685,7.499979166666667,0.1602833333333333,355.05,1.01,56.8125,19.1875,72.7049143087006,1
307,2013-04-29,210.32894736842104,537.8939759036145,0.3607433628318583,87.76818181818182,1.472462025316456,29.323809523809523,10.156551724137932,988.5,12.65522222222222,8.12843137254902,21.58858823529412,129.375,13.010266666666665,0.0760718181818181,268.6521739130435,14.016666666666666,15.444444444444445,8.11111111111111,2.536233394676841,3
311,2013-05-07,245.8205128205128,651.8692307692307,0.6833802816901409,227.54285714285717,2.17447619047619,19.01666666666667,14.145008547008548,818.088679245283,11.886615384615382,8.186607142857143,20.399270833333333,43.04545454545455,8.542229508196721,0.1018808823529411,286.5,32.85894444444445,36.87058823529412,29.48235294117647,8.118257381894505,3
314,2013-05-13,234.85915492957747,356.93977272727267,0.9567697368421052,87.19285714285715,1.636598901098901,10.1380165853738,11.400613496932516,2368.536082474227,10.67443925233645,8.103125,11.513592233009708,40.121212121212125,7.560581196581199,0.0678942622950819,321.79999999999995,31.94490909090909,9.0,9.0,29.6071558870418,2
326,2013-05-28,195.24242424242425,782.4725000000001,0.5730357142857143,69.1,1.550880918628636,7.927272727272728,12.808196721311475,1115.134318689249,9.435781249999998,7.911481481481482,11.564347826086957,95.36363636363636,7.27257894736842,0.081354054054054,286.125,24.75522727272727,57.56944444444444,34.97222222222222,19.325474854879804,3
330,2013-06-02,202.70232968862308,72.0,0.3950286830212012,287.0180996657894,0.5,10.1380165853738,16.0,1115.134318689249,9.36983705890202,8.09,2.92,26.0,8.194472322502545,0.0632915904543515,313.0257580640279,31.385,16.333333333333332,8.333333333333334,48.945111180894315,2
334,2013-06-08,257.7142857142857,73.05,0.3950286830212012,287.0180996657894,1.3183846153846157,10.1380165853738,14.073181818181816,878.8181818181819,9.32,8.154666666666667,7.195862068965518,25.4,7.714285714285714,0.07861875,306.5,18.266666666666666,23.0655737704918,19.016393442622952,38.193558731108844,2
341,2013-06-17,227.27777777777777,95.07142857142856,0.3876938775510204,83.5,0.9628505747126436,4.688888888888889,14.532857142857145,1115.134318689249,9.0475,8.066590909090907,10.244393939393936,56.81818181818182,9.111083333333331,0.08494,320.6666666666667,31.4275,35.4390243902439,23.341463414634145,11.585755864435445,3
343,2013-06-19,195.05555555555557,112.6088888888889,0.2804382022471909,288.0125,1.403815384615385,6.773684210526315,15.610638297872342,1034.6666666666667,9.924929577464788,7.969199999999998,10.141770833333334,110.2913043478261,9.576372549019608,0.1094290322580645,326.38,31.98222222222222,11.287671232876711,7.178082191780822,21.353922579709664,3
355,2013-07-06,202.70232968862308,426.0,0.3950286830212012,287.0180996657894,2.1040000000000005,10.1380165853738,17.852777777777774,1115.134318689249,8.04,7.887049297876376,13.986176470588234,419.0,8.194472322502545,0.0632915904543515,313.0257580640279,33.021875,21.44871794871795,13.91025641025641,14.210009480742693,3
357,2013-07-08,203.0,547.1357142857142,0.4614678571428571,164.76666666666668,1.0115089285714285,4.9,18.0308347107438,1723.7777777777778,8.114029850746267,8.001533333333334,3.256666666666667,23.066666666666663,7.524199999999999,0.0932470588235294,373.875,33.33695652173913,27.428571428571427,24.65986394557823,48.405939744258745,2
372,2013-07-29,191.97368421052636,424.2520547945205,0.6348644067796609,82.5,1.5848651685393258,6.65925925925926,18.598692810457518,1421.110576923077,7.539090909090909,7.817127659574466,11.277967479674798,74.32,5.848372340425532,0.1014636363636363,310.0,0.48,22.816326530612244,18.79591836734694,22.196829023820396,3
375,2013-08-03,202.70232968862308,147.66666666666666,0.5,287.0180996657894,0.5,10.1380165853738,12.882616069580212,1115.134318689249,9.36983705890202,7.887049297876376,2.28,21.0,8.194472322502545,0.0632915904543515,313.0257580640279,22.524548903620225,3.571428571428572,3.571428571428572,52.41059730791784,1
380,2013-08-10,202.70232968862308,290.1617368496932,0.3950286830212012,287.0180996657894,0.8255416666666667,10.1380165853738,17.735000000000003,1115.134318689249,7.228,7.785,5.341794871794872,259.46215133635064,8.194472322502545,0.0632915904543515,313.0257580640279,27.298571428571428,22.584615384615383,14.169230769230769,40.62334365149154,2
382,2013-08-12,225.38888888888889,816.025641025641,1.033971830985915,102.86666666666666,2.1714141414141417,4.05,16.433261363636362,1115.134318689249,7.538533333333334,7.964468085106384,12.25891891891892,63.66666666666666,7.907984615384615,0.1028985507246376,368.8333333333333,23.873151515151516,1.0,1.0,26.846259371413627,2
387,2013-08-17,202.70232968862308,290.1617368496932,0.3950286830212012,287.0180996657894,1.1174,10.1380165853738,17.95,1115.134318689249,9.36983705890202,7.887049297876376,4.51625,259.46215133635064,8.194472322502545,0.0632915904543515,313.0257580640279,22.524548903620225,8.5,8.5,48.3243882648477,2
395,2013-08-27,216.0,639.3909090909091,0.38,29.4,1.550880918628636,3.76,18.057066666666667,2119.4137931034484,7.805128205128206,8.054722222222221,5.216266666666667,50.75,10.446387096774195,0.0975709677419355,280.37142857142857,31.4945945945946,47.70253164556962,43.348101265822784,41.773310881924985,2
399,2013-08-31,202.70232968862308,442.0,0.3950286830212012,287.0180996657894,0.7287142857142858,10.1380165853738,16.0375,1115.134318689249,9.36983705890202,7.887049297876376,3.6375,259.46215133635064,8.194472322502545,0.0632915904543515,313.0257580640279,22.524548903620225,57.5,57.5,47.970351298226305,2
400,2013-09-01,202.70232968862308,290.1617368496932,0.3950286830212012,287.0180996657894,1.1546086956521735,10.1380165853738,16.158333333333335,1115.134318689249,9.36983705890202,7.887049297876376,2.7869230769230766,259.46215133635064,8.194472322502545,0.0632915904543515,313.0257580640279,22.524548903620225,21.5,11.125,56.32383125607548,1
410,2013-09-16,210.17910447761196,875.8046874999999,0.6372314814814815,29.99,1.196582191780822,15.761111111111113,12.388235294117646,2410.9438775510203,8.6859,7.910943396226415,14.23075268817204,115.7375,8.244826086956522,0.0632915904543515,279.1666666666667,33.65,180.72222222222223,178.76388888888889,15.211029456431408,3
416,2013-09-23,216.46296296296296,411.9098039215687,0.613367857142857,86.66666666666667,0.8781949152542372,10.1380165853738,14.724528301886792,1571.0266666666666,8.642159090909091,7.931149425287356,3.8915942028985504,21.5,7.542000000000002,0.0487367088607595,504.3333333333333,17.14461538461538,59.75862068965517,57.06896551724138,49.72645559798483,2
426,2013-10-06,202.70232968862308,290.1617368496932,0.3950286830212012,287.0180996657894,1.3926875,10.1380165853738,15.56640625,1115.134318689249,7.0625,8.060125,5.0175,259.46215133635064,8.194472322502545,0.0632915904543515,313.0257580640279,34.07783333333334,38.68115942028985,22.08695652173913,48.01720610566814,2
427,2013-10-07,228.6,157.47333333333333,0.3950286830212012,66.14999999999999,1.8766742857142855,6.833333333333334,14.142273291925466,1120.7906976744189,8.179908256880735,7.904917525773195,4.5746,24.041666666666668,6.94812,0.0385690265486725,313.0257580640279,33.92657142857143,46.11538461538461,44.125,46.30959298888724,2
436,2013-10-21,178.01754385964912,327.165,0.4078717948717948,173.66666666666666,0.5494883720930233,26.630434782608692,13.247457627118642,1300.9027777777778,8.665802469135803,7.853478260869565,4.345116279069768,30.36842105263158,11.290492957746478,0.1415099999999999,338.34615384615387,19.51833333333333,14.2,14.2,75.64509941849523,0
444,2013-11-04,182.948717948718,556.8202247191011,0.3165616438356164,66.83333333333333,0.9834761904761904,10.1380165853738,9.542580645161287,2134.339285714286,9.390913793103447,7.86895238095238,3.786929824561404,33.62162162162162,10.702943925233646,0.0930469026548672,257.6307692307692,14.998,24.791666666666668,10.375,48.88076445479396,2
445,2013-11-06,207.91970802919707,203.64895104895103,0.2971073913043478,89.37272727272727,1.3268827361563515,29.22380952380952,9.538799212598423,1319.2303370786517,9.488536585365852,7.870486486486486,15.26686567164179,84.45409836065573,10.16138202247191,0.0649712121212121,410.3333333333333,22.239,26.52083333333333,16.40625,26.82118617585821,2
448,2013-11-09,202.70232968862308,121.0,0.3950286830212012,287.0180996657894,0.7659230769230767,10.1380165853738,11.51153846153846,1115.134318689249,9.36983705890202,7.887049297876376,5.392692307692307,259.46215133635064,8.194472322502545,0.0632915904543515,313.0257580640279,22.524548903620225,32.36363636363637,21.227272727272727,38.62969624035556,2
